1420165359272,0
1420251759272,1
1420338159272,0
1420424559272,0
1420510959272,0
1420597359272,0
1420683759272,0
1420770159272,0
1420856559272,1
1420942959272,0
1421029359272,0
1421115759272,0
1421202159272,0
1421288559272,0
1421374959272,0
1421461359272,1
1421547759272,0
1421634159272,0
1421720559272,0
1421806959272,0
1421893359272,0
1421979759272,0
1422066159272,1
1422152559272,0
1422238959272,0
1422325359272,0
1422411759272,0
1422498159272,0
1422584559272,0
1422670959272,1
1422757359272,0
1422843759272,0
1422930159272,0
1423016559272,0
1423102959272,0
1423189359272,0
1423275759272,1
1423362159272,0
1423448559272,0
1423534959272,0
1423621359272,0
1423707759272,0
1423794159272,0
1423880559272,1
1423966959272,0
1424053359272,0
1424139759272,0
1424226159272,0
1424312559272,0
1424398959272,0
1424485359272,1
1424571759272,0
1424658159272,0
1424744559272,0
1424830959272,0
1424917359272,0
1425003759272,0
1425090159272,1
1425176559272,0
1425262959272,0
1425349359272,0
1425435759272,0
1425522159272,0
1425608559272,0
1425694959272,1
1425781359272,0
1425867759272,0
1425954159272,0
1426040559272,0
1426126959272,0
1426213359272,0
1426299759272,1
1426386159272,0
1426472559272,0
1426558959272,0
1426645359272,0
1426731759272,0
1426818159272,0
1426904559272,1
1426990959272,0
1427077359272,0
1427163759272,0
1427250159272,0
1427336559272,0
1427422959272,0
1427509359272,1
1427595759272,0
1427682159272,0
1427768559272,0
1427854959272,0
1427941359272,0
1428027759272,0
1428114159272,1
1428200559272,0
1428286959272,0
1428373359272,0
1428459759272,0
1428546159272,0
1428632559272,0
1428718959272,1
1428805359272,0
1428891759272,0
1428978159272,0
1429064559272,0
1429150959272,0
1429237359272,0
1429323759272,1
1429410159272,0
1429496559272,0
1429582959272,0
1429669359272,0
1429755759272,0
1429842159272,0
1429928559272,1
1430014959272,0
1430101359272,0
1430187759272,0
1430274159272,0
1430360559272,0
1430446959272,0
1430533359272,1
1430619759272,0
1430706159272,0
1430792559272,0
1430878959272,0
1430965359272,0
1431051759272,0
1431138159272,1
1431224559272,0
1431310959272,0
1431397359272,0
1431483759272,0
1431570159272,0
1431656559272,0
1431742959272,1
1431829359272,0
1431915759272,0
1432002159272,0
1432088559272,0
1432174959272,0
1432261359272,0
1432347759272,1
1432434159272,0
